-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,-1,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,-1,-1,100.0,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
-1,102.0,-1,-1,0
